datetime,Coxs bazar,Bandarban,Chattogram,Rangamati,Khagrachari,Feni,Chandpur,Cumilla,Brahmanbaria,Kishoreganj,Gazipur,Tangail,Dhaka,Faridpur,Gopalganj,Barishal,Barguna,Pirojpur,Khulna,Jashore,Jhenaidah,Meherpur,Pabna,Rajshahi,Bogura,Naogaon,Dinajpur,Panchagarh,Rangpur,Gaibandha,Sherpur,Mymensingh,Sunamganj,Sylhet,Moulvibajar,Habiganj
01/10/2012 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2012 13:00,5,6,4,5,6,4,5,6,7,5,2,5,8,4,6,5,4,7,5,8,4,7,5,4,4,3,4,7,7,7,7,7,8,8,8,8
01/10/2012 14:00,7,7,7,7,4,4,4,2,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,3,4,3,4,7,7,7,7,7,8,8,8,8
01/10/2012 15:00,7,7,7,7,4,4,4,2,4,3,3,3,3,4,3,4,4,4,4,3,3,3,4,3,3,3,3,7,7,7,7,7,8,8,8,8
01/10/2012 16:00,7,7,7,7,4,4,4,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,7,7,7,7,7,8,8,8,8
01/10/2012 17:00,6,6,6,6,4,4,4,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,6,6,6,6,6,8,8,8,8
01/10/2012 18:00,6,6,6,6,4,4,4,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,6,6,6,6,6,8,8,8,8
01/10/2012 19:00,6,6,6,6,4,4,4,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,6,6,6,6,6,8,8,8,8
01/10/2012 20:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,6,6,6,6,6,8,8,8,8
01/10/2012 21:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,6,6,6,6,6,8,8,8,8
01/10/2012 22:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,6,6,6,6,6,8,8,8,8
01/10/2012 23:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,6,6,6,6,6,8,8,8,8
02/10/2012 00:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,2,3,2,6,6,6,6,6,8,8,8,8
02/10/2012 01:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,2,3,2,6,6,6,6,6,8,8,8,8
02/10/2012 02:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 03:00,6,6,6,6,4,4,4,1,4,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 04:00,6,6,6,6,4,4,4,1,4,2,3,3,3,3,4,3,3,4,4,3,3,3,4,4,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 05:00,6,6,6,6,4,4,4,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,4,4,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 06:00,6,6,6,6,4,4,4,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,4,5,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 07:00,6,6,6,6,4,4,4,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,4,5,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 08:00,6,6,6,6,4,4,4,0,4,2,3,3,3,2,4,2,2,4,4,3,3,3,4,5,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 09:00,6,6,6,6,4,4,4,0,4,2,3,3,3,2,4,2,2,4,4,3,3,3,4,5,2,3,2,6,6,6,6,6,9,9,9,9
02/10/2012 10:00,5,5,5,5,4,4,4,0,4,2,4,4,4,2,4,2,2,4,4,4,3,3,4,5,1,3,1,5,5,5,5,5,9,9,9,9
02/10/2012 11:00,5,5,5,5,4,4,4,0,4,2,4,4,4,2,4,2,2,4,4,4,3,3,4,5,1,3,1,5,5,5,5,5,9,9,9,9
02/10/2012 12:00,5,5,5,5,4,4,4,0,4,2,4,4,4,2,4,2,2,4,5,4,3,3,4,5,1,3,1,5,5,5,5,5,9,9,9,9
02/10/2012 13:00,5,5,5,5,4,4,4,0,4,2,4,4,4,2,4,2,2,4,5,4,3,3,4,5,1,3,1,5,5,5,5,5,9,9,9,9
02/10/2012 14:00,5,5,5,5,4,4,4,0,4,2,4,4,4,2,4,2,2,4,5,4,3,3,4,5,1,3,1,5,5,5,5,5,9,9,9,9
02/10/2012 15:00,5,5,5,5,2,2,2,2,2,2,5,5,5,3,5,3,3,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,9,9,9,9
02/10/2012 16:00,2,2,2,2,1,1,1,1,1,0,2,2,2,1,4,1,1,0,3,6,4,4,0,4,3,3,3,2,2,2,2,2,7,7,7,7
02/10/2012 17:00,1,1,1,1,3,3,3,1,3,0,2,2,2,1,5,1,1,0,4,8,4,4,2,0,3,3,3,1,1,1,1,1,7,7,7,7
02/10/2012 18:00,6,6,6,6,2,2,2,6,2,4,5,5,5,5,7,5,5,0,4,2,6,6,2,1,5,5,5,6,6,6,6,6,6,6,6,6
02/10/2012 19:00,1,1,1,1,1,1,1,1,1,0,0,0,0,1,6,1,1,0,3,3,6,6,2,1,3,3,3,1,1,1,1,1,6,6,6,6
02/10/2012 20:00,5,5,5,5,1,1,1,2,1,0,0,0,0,2,5,2,2,2,3,3,6,6,3,2,3,3,3,5,5,5,5,5,5,5,5,5
02/10/2012 21:00,1,1,1,1,1,1,1,2,1,0,1,1,1,1,5,1,1,0,3,4,6,6,1,0,3,3,3,1,1,1,1,1,3,3,3,3
02/10/2012 22:00,5,5,5,5,2,2,2,2,2,2,0,0,0,4,3,4,4,1,3,2,2,2,3,6,3,3,3,5,5,5,5,5,3,3,3,3
02/10/2012 23:00,5,5,5,5,3,3,3,2,3,3,5,5,5,4,5,4,4,2,4,3,3,3,3,1,4,3,4,5,5,5,5,5,2,2,2,2
03/10/2012 00:00,4,4,4,4,4,4,4,3,4,3,5,5,5,2,5,2,2,1,4,3,3,3,3,1,3,1,3,4,4,4,4,4,3,3,3,3
03/10/2012 01:00,4,4,4,4,3,3,3,3,3,2,3,3,3,3,4,3,3,3,7,3,4,4,4,5,3,3,3,4,4,4,4,4,4,4,4,4
03/10/2012 02:00,4,4,4,4,2,2,2,1,2,0,3,3,3,2,6,2,2,2,6,2,3,3,4,2,2,1,2,4,4,4,4,4,5,5,5,5
03/10/2012 03:00,0,0,0,0,3,3,3,3,3,0,3,3,3,3,5,3,3,2,6,1,3,3,4,2,2,3,2,0,0,0,0,0,3,3,3,3
03/10/2012 04:00,2,2,2,2,7,7,7,1,7,0,4,4,4,3,5,3,3,0,5,0,3,3,4,0,1,3,1,2,2,2,2,2,3,3,3,3
03/10/2012 05:00,1,1,1,1,8,8,8,2,8,4,3,3,3,3,4,3,3,2,5,1,3,3,4,2,1,0,1,1,1,1,1,1,7,7,7,7
03/10/2012 06:00,3,3,3,3,9,9,9,0,9,0,4,4,4,2,4,2,2,2,5,2,4,4,4,0,1,3,1,3,3,3,3,3,7,7,7,7
03/10/2012 07:00,2,2,2,2,5,5,5,1,5,2,3,3,3,0,4,0,0,1,8,0,4,4,2,1,1,3,1,2,2,2,2,2,7,7,7,7
03/10/2012 08:00,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,2,8,0,1,1,2,7,0,3,0,0,0,0,0,0,6,6,6,6
03/10/2012 09:00,0,0,0,0,4,4,4,0,4,3,4,4,4,2,0,2,2,2,8,2,4,4,4,2,1,3,1,0,0,0,0,0,5,5,5,5
03/10/2012 10:00,0,0,0,0,2,2,2,0,2,3,3,3,3,2,1,2,2,1,6,2,5,5,3,2,1,2,1,0,0,0,0,0,8,8,8,8
03/10/2012 11:00,0,0,0,0,0,0,0,0,0,2,3,3,3,1,0,1,1,0,6,2,2,2,2,0,0,3,0,0,0,0,0,0,6,6,6,6
03/10/2012 12:00,1,1,1,1,1,1,1,2,1,2,3,3,3,0,0,0,0,1,6,2,3,3,4,1,1,4,1,1,1,1,1,1,7,7,7,7
03/10/2012 13:00,2,2,2,2,3,3,3,1,3,1,3,3,3,3,0,3,3,2,6,2,5,5,4,2,2,0,2,2,2,2,2,2,7,7,7,7
03/10/2012 14:00,2,2,2,2,2,2,2,0,2,1,4,4,4,4,0,4,4,2,5,4,4,4,5,2,4,0,4,2,2,2,2,2,6,6,6,6
03/10/2012 15:00,3,3,3,3,2,2,2,0,2,2,2,2,2,4,1,4,4,1,5,4,4,4,4,3,3,0,3,3,3,3,3,3,5,5,5,5
03/10/2012 16:00,3,3,3,3,3,3,3,0,3,2,1,1,1,4,2,4,4,0,4,4,5,5,2,4,2,0,2,3,3,3,3,3,4,4,4,4
03/10/2012 17:00,4,4,4,4,4,4,4,0,4,3,0,0,0,4,3,4,4,0,3,4,6,6,1,6,2,0,2,4,4,4,4,4,4,4,4,4
03/10/2012 18:00,3,3,3,3,2,2,2,1,2,3,3,3,3,5,3,5,5,3,3,2,7,7,3,6,2,0,2,3,3,3,3,3,5,5,5,5
03/10/2012 19:00,4,4,4,4,1,1,1,1,1,2,2,2,2,5,3,5,5,2,4,4,7,7,3,4,2,3,2,4,4,4,4,4,4,4,4,4
03/10/2012 20:00,4,4,4,4,0,0,0,2,0,2,3,3,3,4,2,4,4,1,3,2,6,6,2,2,1,3,1,4,4,4,4,4,3,3,3,3
03/10/2012 21:00,5,5,5,5,2,2,2,2,2,2,4,4,4,3,4,3,3,3,3,3,4,4,3,2,3,3,3,5,5,5,5,5,4,4,4,4
03/10/2012 22:00,4,4,4,4,2,2,2,3,2,2,2,2,2,2,3,2,2,1,1,2,4,4,2,4,3,3,3,4,4,4,4,4,5,5,5,5
03/10/2012 23:00,3,3,3,3,2,2,2,4,2,3,0,0,0,2,3,2,2,0,0,2,4,4,1,6,3,3,3,3,3,3,3,3,5,5,5,5
04/10/2012 00:00,3,3,3,3,2,2,2,3,2,0,0,0,0,0,3,0,0,0,1,1,3,3,0,2,2,3,2,3,3,3,3,3,5,5,5,5
04/10/2012 01:00,3,3,3,3,5,5,5,2,5,0,0,0,0,2,2,2,2,0,2,1,3,3,0,0,2,3,2,3,3,3,3,3,4,4,4,4
04/10/2012 02:00,3,3,3,3,4,4,4,2,4,0,0,0,0,2,2,2,2,2,3,0,3,3,1,0,2,3,2,3,3,3,3,3,5,5,5,5
04/10/2012 03:00,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,1,4,2,3,3,1,0,3,5,3,3,3,3,3,3,2,2,2,2
04/10/2012 04:00,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,3,0,3,3,1,0,1,3,1,3,3,3,3,3,4,4,4,4
04/10/2012 05:00,2,2,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,3,1,2,2,0,0,1,5,1,2,2,2,2,2,6,6,6,6
04/10/2012 06:00,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,2,0,1,1,0,2,2,5,2,3,3,3,3,3,6,6,6,6
04/10/2012 07:00,0,0,0,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,3,2,0,0,0,1,2,3,2,0,0,0,0,0,7,7,7,7
04/10/2012 08:00,2,2,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,5,0,0,0,0,0,0,3,0,2,2,2,2,2,6,6,6,6
04/10/2012 09:00,0,0,0,4,3,3,3,3,3,4,3,3,4,4,3,3,3,0,4,0,0,0,0,2,0,3,0,0,0,0,0,0,6,6,6,6
04/10/2012 10:00,2,2,2,4,3,3,3,3,3,4,3,3,4,4,3,3,3,2,4,0,1,1,0,0,1,3,1,2,2,2,2,2,6,6,6,6
04/10/2012 11:00,2,2,2,4,3,3,3,3,3,4,3,3,4,4,3,3,3,0,4,0,1,1,0,0,1,3,1,2,2,2,2,2,6,6,6,6
04/10/2012 12:00,2,2,2,4,3,3,3,3,3,4,3,3,4,4,3,3,3,0,4,0,1,1,0,0,0,3,0,2,2,2,2,2,7,7,7,7
04/10/2012 13:00,0,0,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,7,7,7,7
04/10/2012 14:00,0,0,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,0,4,0,2,2,2,5,0,3,0,0,0,0,0,0,9,9,9,9
04/10/2012 15:00,3,3,3,4,2,3,3,3,3,4,3,3,4,4,3,3,3,0,6,0,2,2,2,6,0,4,0,3,3,3,3,3,9,9,9,9
04/10/2012 16:00,0,0,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,2,5,0,1,1,3,5,2,5,2,0,0,0,0,0,7,7,7,7
04/10/2012 17:00,0,0,0,4,2,3,3,3,2,4,2,2,4,4,3,3,3,2,7,0,2,2,4,5,2,4,2,0,0,0,0,0,5,5,5,5
04/10/2012 18:00,0,0,0,4,2,3,3,3,2,4,2,2,4,4,3,3,3,4,5,2,3,3,5,6,4,3,4,0,0,0,0,0,4,4,4,4
04/10/2012 19:00,3,3,3,4,2,4,4,4,2,4,2,2,4,4,4,3,3,3,5,1,2,2,2,4,4,3,4,3,3,3,3,3,4,4,4,4
04/10/2012 20:00,3,3,3,4,2,4,4,4,2,4,2,2,4,4,4,3,3,3,7,1,3,3,4,4,5,2,5,3,3,3,3,3,4,4,4,4
04/10/2012 21:00,3,3,3,4,2,4,4,4,2,4,2,2,4,5,4,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5
04/10/2012 22:00,3,3,3,4,2,4,4,4,2,4,2,2,4,5,4,3,3,2,4,2,4,4,1,4,4,3,4,3,3,3,3,3,5,5,5,5
04/10/2012 23:00,2,2,2,4,2,4,4,4,2,4,2,2,4,5,4,3,3,1,3,0,3,3,2,4,3,3,3,2,2,2,2,2,5,5,5,5
05/10/2012 00:00,2,2,2,2,2,5,5,5,3,5,3,3,4,5,4,4,4,0,3,0,0,0,1,3,2,4,2,2,2,2,2,2,3,3,3,3
05/10/2012 01:00,2,2,2,1,0,2,2,2,1,4,1,1,0,3,6,4,4,1,4,0,1,1,1,3,1,4,1,2,2,2,2,2,3,3,3,3
05/10/2012 02:00,1,1,1,3,0,2,2,2,1,5,1,1,0,4,8,4,4,1,5,0,2,2,1,3,1,3,1,1,1,1,1,1,2,2,2,2
05/10/2012 03:00,1,1,1,2,4,5,5,5,5,7,5,5,0,4,2,6,6,1,4,0,2,2,2,4,0,0,0,1,1,1,1,1,6,6,6,6
05/10/2012 04:00,0,0,0,1,0,0,0,0,1,6,1,1,0,3,3,6,6,1,4,0,2,2,0,5,0,3,0,0,0,0,0,0,6,6,6,6
05/10/2012 05:00,0,0,0,0,0,0,0,0,0,2,5,5,5,1,5,1,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,6,6
05/10/2012 06:00,0,0,0,0,2,2,2,2,2,4,5,5,5,0,5,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,6,6
05/10/2012 07:00,0,0,0,0,4,4,4,3,4,2,4,4,4,0,2,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,7,7,7,7
05/10/2012 08:00,0,0,0,0,5,5,5,4,5,0,3,3,3,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,0,0,0,7,7,7,7
05/10/2012 09:00,0,0,0,0,4,4,4,3,4,1,3,3,3,0,4,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,7,7,7
05/10/2012 10:00,0,0,0,0,4,4,4,2,4,2,4,4,4,0,9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,8,8,8
05/10/2012 11:00,0,0,0,0,3,3,3,0,3,3,4,4,4,0,5,0,0,0,2,0,0,0,1,3,2,3,2,0,0,0,0,0,9,9,9,9
05/10/2012 12:00,0,0,0,0,2,2,2,0,2,2,5,5,5,0,9,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,9,9,9
05/10/2012 13:00,2,2,2,2,2,2,2,0,2,2,6,6,6,1,8,1,1,0,2,0,2,2,0,4,0,1,0,2,2,2,2,2,9,9,9,9
05/10/2012 14:00,2,2,2,2,2,2,2,0,2,2,7,7,7,3,7,3,3,1,3,0,0,0,0,5,0,2,0,2,2,2,2,2,9,9,9,9
05/10/2012 15:00,3,3,3,3,2,2,2,0,2,5,7,7,7,2,9,2,2,3,5,0,2,2,1,6,0,3,0,3,3,3,3,3,9,9,9,9
05/10/2012 16:00,4,4,4,4,2,2,2,0,2,4,6,6,6,6,9,6,6,2,5,2,2,2,2,6,2,3,2,4,4,4,4,4,6,6,6,6
05/10/2012 17:00,3,3,3,3,2,2,2,0,2,0,5,5,5,1,8,1,1,0,4,0,2,2,0,1,0,3,0,3,3,3,3,3,5,5,5,5
05/10/2012 18:00,2,2,2,2,2,2,2,1,2,0,5,5,5,0,10,0,0,3,5,2,5,5,0,1,0,3,0,2,2,2,2,2,5,5,5,5
05/10/2012 19:00,3,3,3,3,3,3,3,0,3,0,0,0,0,1,12,1,1,0,4,0,6,6,1,2,0,3,0,3,3,3,3,3,5,5,5,5
05/10/2012 20:00,3,3,3,3,3,3,3,1,3,0,5,5,5,0,10,0,0,0,6,3,2,2,1,2,1,3,1,3,3,3,3,3,5,5,5,5
05/10/2012 21:00,2,2,2,2,4,4,4,2,4,0,0,0,0,0,12,0,0,0,5,2,1,1,0,3,0,8,0,2,2,2,2,2,5,5,5,5
05/10/2012 22:00,1,1,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0,5,2,0,0,1,5,0,3,0,1,1,1,1,1,4,4,4,4
05/10/2012 23:00,2,2,2,2,3,3,3,1,3,0,0,0,0,0,7,0,0,0,3,1,0,0,0,4,1,3,1,2,2,2,2,2,4,4,4,4
06/10/2012 00:00,1,1,1,1,6,6,6,2,6,0,0,0,0,0,8,0,0,0,3,0,2,2,0,3,4,3,4,1,1,1,1,1,5,5,5,5
06/10/2012 01:00,0,0,0,0,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,2,0,3,2,3,2,0,0,0,0,0,0,0,0,0
06/10/2012 02:00,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
06/10/2012 03:00,3,3,3,3,2,2,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2
06/10/2012 04:00,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,2,0,2,3,3,3,4,4,4,4,4,3,3,3,3
06/10/2012 05:00,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,3,3,3,2,2,2,2,2,4,4,4,4
06/10/2012 06:00,2,2,2,2,7,7,7,4,3,3,3,3,3,3,3,3,4,4,3,3,3,0,2,2,3,3,3,2,2,2,2,2,4,4,4,4
06/10/2012 07:00,0,0,0,0,8,8,8,4,3,3,3,3,3,4,3,3,4,4,3,3,3,0,0,7,0,3,0,0,0,0,0,0,4,4,4,4
06/10/2012 08:00,1,1,1,1,4,4,4,4,3,3,3,3,3,4,3,3,4,4,3,3,3,0,0,4,1,2,1,1,1,1,1,1,5,5,5,5
06/10/2012 09:00,2,2,2,2,1,1,1,4,3,3,3,3,3,4,3,3,4,4,3,3,3,0,1,1,2,1,2,2,2,2,2,2,6,6,6,6
06/10/2012 10:00,2,2,2,2,1,1,1,4,3,3,3,3,3,4,3,3,4,4,3,3,3,2,0,0,2,3,2,2,2,2,2,2,6,6,6,6
06/10/2012 11:00,3,3,3,3,2,2,2,4,2,3,3,3,3,4,3,3,4,4,3,3,3,0,0,2,2,2,2,3,3,3,3,3,6,6,6,6
06/10/2012 12:00,1,1,1,1,3,3,3,4,2,3,3,3,3,4,3,3,4,4,3,3,3,1,0,4,1,3,1,1,1,1,1,1,6,6,6,6
06/10/2012 13:00,0,0,0,0,0,0,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,2,0,4,1,4,1,0,0,0,0,0,5,5,5,5
06/10/2012 14:00,0,0,0,0,0,0,0,4,2,3,3,3,3,4,3,3,4,4,3,3,3,1,0,4,2,6,2,0,0,0,0,0,5,5,5,5
06/10/2012 15:00,2,2,2,2,2,2,2,4,2,3,3,3,2,4,2,2,4,4,3,3,3,3,1,4,2,3,2,2,2,2,2,2,5,5,5,5
06/10/2012 16:00,2,2,2,2,1,1,1,4,2,3,3,3,2,4,2,2,4,4,3,3,3,3,1,5,2,3,2,2,2,2,2,2,2,2,2,2
06/10/2012 17:00,0,0,0,0,4,4,4,4,2,4,4,4,2,4,2,2,4,4,4,3,3,5,0,5,3,3,3,0,0,0,0,0,5,5,5,5
06/10/2012 18:00,2,2,2,2,3,3,3,4,2,4,4,4,2,4,2,2,4,4,4,3,3,5,2,5,4,3,4,2,2,2,2,2,5,5,5,5
06/10/2012 19:00,2,2,2,2,3,3,3,4,2,4,4,4,2,4,2,2,4,5,4,3,3,4,3,5,4,3,4,2,2,2,2,2,5,5,5,5
06/10/2012 20:00,2,2,2,2,8,8,8,4,2,4,4,4,2,4,2,2,4,5,4,3,3,4,2,3,4,3,4,2,2,2,2,2,0,0,0,0
06/10/2012 21:00,2,2,2,2,5,5,5,4,2,4,4,4,2,4,2,2,4,5,4,3,3,5,2,5,4,3,4,2,2,2,2,2,5,5,5,5
06/10/2012 22:00,4,4,4,4,3,3,3,2,2,5,5,5,3,5,3,3,4,5,4,4,4,2,3,3,3,3,3,4,4,4,4,4,0,0,0,0
06/10/2012 23:00,3,3,3,3,7,7,7,1,0,2,2,2,1,4,1,1,0,3,6,4,4,5,1,4,2,4,2,3,3,3,3,3,0,0,0,0
07/10/2012 00:00,3,3,3,3,5,5,5,3,0,2,2,2,1,5,1,1,0,4,8,4,4,2,3,4,2,3,2,3,3,3,3,3,5,5,5,5
07/10/2012 01:00,3,3,3,3,4,4,4,2,4,5,5,5,5,7,5,5,0,4,2,6,6,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5
07/10/2012 02:00,3,3,3,3,1,1,1,1,0,0,0,0,1,6,1,1,0,3,3,6,6,2,1,3,2,4,2,3,3,3,3,3,5,5,5,5
07/10/2012 03:00,2,2,2,2,3,3,3,0,3,3,3,3,3,3,8,3,3,2,2,0,0,0,2,4,3,3,3,2,2,2,2,2,5,5,5,5
07/10/2012 04:00,3,3,3,3,4,4,4,0,4,2,5,5,5,4,6,4,4,1,2,0,0,0,1,3,3,7,3,3,3,3,3,3,3,3,3,3
07/10/2012 05:00,4,4,4,4,0,0,0,0,0,1,5,5,5,3,5,3,3,6,3,0,0,0,0,2,2,3,2,4,4,4,4,4,4,4,4,4
07/10/2012 06:00,2,2,2,2,1,1,1,0,1,1,4,4,4,2,5,2,2,5,3,0,0,0,0,2,2,3,2,2,2,2,2,2,5,5,5,5
07/10/2012 07:00,1,1,1,1,2,2,2,0,2,1,4,4,4,2,5,2,2,4,3,0,1,1,1,2,2,4,2,1,1,1,1,1,6,6,6,6
07/10/2012 08:00,0,0,0,0,3,3,3,0,3,1,4,4,4,1,5,1,1,3,3,0,1,1,1,2,3,5,3,0,0,0,0,0,5,5,5,5
07/10/2012 09:00,3,3,3,3,2,2,2,0,2,2,6,6,6,0,7,0,0,3,3,0,0,0,0,2,2,5,2,3,3,3,3,3,5,5,5,5
07/10/2012 10:00,3,3,3,3,4,4,4,0,4,2,5,5,5,2,5,2,2,5,3,0,2,2,2,0,3,4,3,3,3,3,3,3,5,5,5,5
07/10/2012 11:00,2,2,2,2,1,1,1,0,1,3,5,5,5,4,6,4,4,7,4,0,1,1,0,0,3,3,3,2,2,2,2,2,6,6,6,6
07/10/2012 12:00,4,4,4,4,3,3,3,0,3,3,6,6,6,2,4,2,2,4,5,0,2,2,0,0,4,3,4,4,4,4,4,4,6,6,6,6
07/10/2012 13:00,5,5,5,5,3,3,3,0,3,3,5,5,5,4,4,4,4,3,4,0,2,2,1,2,5,3,5,5,5,5,5,5,6,6,6,6
07/10/2012 14:00,6,6,6,6,2,2,2,0,2,2,5,5,5,2,5,2,2,4,4,0,2,2,1,0,5,3,5,6,6,6,6,6,6,6,6,6
07/10/2012 15:00,7,7,7,7,3,3,3,0,3,1,3,3,3,4,4,4,4,5,4,1,3,3,3,2,6,3,6,7,7,7,7,7,4,4,4,4
07/10/2012 16:00,7,7,7,7,0,0,0,0,0,3,3,3,3,2,6,2,2,5,3,2,3,3,2,2,7,3,7,7,7,7,7,7,3,3,3,3
07/10/2012 17:00,8,8,8,8,3,3,3,0,3,4,2,2,2,3,5,3,3,4,4,3,3,3,0,4,6,3,6,8,8,8,8,8,3,3,3,3
07/10/2012 18:00,5,5,5,5,7,7,7,1,7,4,4,4,4,3,4,3,3,3,7,2,6,6,3,5,4,3,4,5,5,5,5,5,3,3,3,3
07/10/2012 19:00,6,6,6,6,0,0,0,2,0,4,3,3,3,5,4,5,5,6,5,3,3,3,2,3,5,3,5,6,6,6,6,6,4,4,4,4
07/10/2012 20:00,8,8,8,8,0,0,0,2,0,4,4,4,4,3,4,3,3,3,5,2,2,2,1,3,8,3,8,8,8,8,8,8,4,4,4,4
07/10/2012 21:00,9,9,9,9,1,1,1,0,1,5,0,0,0,1,2,1,1,0,4,3,0,0,0,5,4,8,4,9,9,9,9,9,5,5,5,5
07/10/2012 22:00,7,7,7,7,0,0,0,2,0,3,4,4,4,3,5,3,3,5,3,5,4,4,1,4,7,3,7,7,7,7,7,7,3,3,3,3
07/10/2012 23:00,8,8,8,8,0,0,0,2,0,2,5,5,5,4,3,4,4,2,3,4,4,4,0,5,6,6,6,8,8,8,8,8,2,2,2,2
08/10/2012 00:00,8,8,8,8,1,1,1,2,1,2,6,6,6,4,2,4,4,4,4,3,3,3,0,3,4,7,4,8,8,8,8,8,2,2,2,2
08/10/2012 01:00,6,6,6,6,6,6,6,2,6,3,7,7,7,6,1,6,6,3,3,2,2,2,4,5,3,3,3,6,6,6,6,6,2,2,2,2
08/10/2012 02:00,5,5,5,5,7,7,7,0,7,3,5,5,5,3,1,3,3,3,2,3,0,0,3,3,3,3,3,5,5,5,5,5,2,2,2,2
08/10/2012 03:00,3,3,3,3,7,7,7,0,7,3,4,4,4,4,1,4,4,1,2,2,1,1,5,0,2,3,2,3,3,3,3,3,3,3,3,3
08/10/2012 04:00,4,4,4,4,7,7,7,0,7,2,7,7,7,3,0,3,3,2,2,2,0,0,5,1,3,3,3,4,4,4,4,4,3,3,3,3
08/10/2012 05:00,5,5,5,5,7,7,7,0,7,4,5,5,5,3,1,3,3,1,2,0,1,1,2,1,2,3,2,5,5,5,5,5,2,2,2,2
08/10/2012 06:00,5,5,5,5,3,3,3,0,3,1,5,5,5,4,0,4,4,2,3,2,0,0,3,1,3,6,3,5,5,5,5,5,3,3,3,3
08/10/2012 07:00,5,5,5,5,2,2,2,0,2,1,5,5,5,3,0,3,3,2,2,2,1,1,4,1,3,0,3,5,5,5,5,5,3,3,3,3
08/10/2012 08:00,3,3,3,3,2,2,2,0,2,0,3,3,3,3,1,3,3,2,3,2,2,2,4,0,2,0,2,3,3,3,3,3,4,4,4,4
08/10/2012 09:00,3,3,3,3,0,0,0,0,0,2,3,3,3,1,1,1,1,2,2,1,0,0,3,1,2,0,2,3,3,3,3,3,4,4,4,4
